,Cluster ID,confidence_score,Id,Site Name,Description,Address,City,State,ZIP,Phone Number,URL,Ages Served,Ages 0-3,Ages 3-5,Weekday Availability,Duration/Hours,Program Information,Languages other than English,Other Features,Accreditation,Quality,Quality Rating,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards
313,469,1.0,859,John Spry Elementary Community School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",2400 S Marshall Blvd,Chicago,IL,60623,(773) 534-1700,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610184 ,3 years to 5 years,False,True,"Full Week, Full Day",,CPS Based,,,,gold,Gold,41.847859,-87.696696,"{'latitude': '41.847859', 'longitude': '-87.696696'}",29.0,21569,32.0,262.0,1.0
172,470,1.0,862,Frederick Stock Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",7507 W Birchwood Ave,Chicago,IL,60631,(773) 534-1215,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610163 ,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,42.016953,-87.814172,"{'latitude': '42.016953', 'longitude': '-87.814172'}",34.0,22243,77.0,653.0,29.0
212,471,1.0,863,Harriet Beecher Stowe Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3444 W Wabansia Ave,Chicago,IL,60647,(773) 534-4175,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610192 ,3 years to 5 years,False,True,"Full Week, Full Day, Half Day",,"CPS Based, Head Start",,,,gold,Gold,41.911876,-87.712468,"{'latitude': '41.911876', 'longitude': '-87.712468'}",10.0,22535,24.0,390.0,49.0
588,472,1.0,864,William K New Sullivan Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",8331 S Mackinaw Ave,Chicago,IL,60617,(773) 535-6585,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610193 ,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.744059,-87.542663,"{'latitude': '41.744059', 'longitude': '-87.542663'}",47.0,21202,42.0,506.0,47.0
25,473,1.0,865,Charles Sumner Math & Science Community Academy ES,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",4320 W 5th Ave,Chicago,IL,60624,(773) 534-6730,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610194 ,3 years to 5 years,False,True,"Full Week, Full Day",,CPS Based,,,,gold,Gold,41.870881,-87.733047,"{'latitude': '41.870881', 'longitude': '-87.733047'}",36.0,21572,27.0,703.0,14.0
193,474,1.0,866,George B Swift Elementary Specialty School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",5900 N Winthrop Ave,Chicago,IL,60660,(773) 534-2695,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610196 ,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.989496,-87.658485,"{'latitude': '41.989496', 'longitude': '-87.658485'}",40.0,4451,76.0,13.0,16.0
387,475,1.0,867,Mancel Talcott Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",1840 W Ohio St,Chicago,IL,60622,(773) 534-7130,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610197 ,3 years to 5 years,False,True,"Full Week, Full Day",,CPS Based,,,,gold,Gold,41.892407,-87.674263,"{'latitude': '41.892407', 'longitude': '-87.674263'}",24.0,21560,25.0,519.0,41.0
531,476,1.0,868,Talman Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",5450 S Talman Ave,Chicago,IL,60632,(773) 535-7850,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610249 ,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.794683,-87.690171,"{'latitude': '41.794683', 'longitude': '-87.690171'}",49.0,22248,61.0,778.0,8.0
247,477,1.0,869,Henry O Tanner Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",7350 S Evans Ave,Chicago,IL,60619,(773) 535-3870,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610279 ,3 years to 5 years,False,True,"Full Week, Half Day",,"CPS Based, Head Start",,,,silver,Silver,41.761113,-87.606691,"{'latitude': '41.761113', 'longitude': '-87.606691'}",31.0,21546,67.0,515.0,32.0
532,478,1.0,870,Tarkington School of Excellence Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3330 W 71st St,Chicago,IL,60629,(773) 535-4700,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610396 ,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,silver,Silver,41.764539,-87.706318,"{'latitude': '41.764539', 'longitude': '-87.706318'}",6.0,21867,64.0,383.0,31.0
89,479,1.0,871,Douglas Taylor Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",9912 S Avenue H,Chicago,IL,60617,(773) 535-6240,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610198 ,3 years to 5 years,False,True,"Full Week, Full Day",,CPS Based,,,,gold,Gold,41.715627,-87.533261,"{'latitude': '41.715627', 'longitude': '-87.533261'}",47.0,21202,49.0,705.0,47.0
537,480,1.0,872,Telpochcalli Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p><p>Pre-K program in a dual language school that serves students from Pre-K through 8th grade.</p>",2832 W 24th Blvd,Chicago,IL,60623,(773) 534-1402,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609921 ,3 years to 5 years,False,True,"Full Week, Full Day",,CPS Based,,,,gold,Gold,41.847889,-87.695381,"{'latitude': '41.847889', 'longitude': '-87.695381'}",29.0,21569,32.0,203.0,1.0
557,481,1.0,873,Velma F Thomas Early Childhood Center,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3625 S Hoyne Ave,Chicago,IL,60609,(773) 535-4088,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610504 ,3 years to 5 years,False,True,"Full Week, Full Day, Half Day",,CPS Based,,,,gold,Gold,41.827811,-87.677633,"{'latitude': '41.827811', 'longitude': '-87.677633'}",26.0,14924,56.0,719.0,1.0
275,482,1.0,874,James N Thorp Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",8914 S Buffalo Ave,Chicago,IL,60617,(773) 535-6250,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610200 ,3 years to 5 years,False,True,"Full Week, Full Day",,CPS Based,,,,licensed,Licensed,41.732887,-87.545054,"{'latitude': '41.732887', 'longitude': '-87.545054'}",47.0,21202,42.0,175.0,47.0
